Year,CountryOrigin,CountryOriginISO,CountryAsylum,CountryAsylumISO,Female0-4,Female5-11,Female12-17,Female18-59,Female60,FemaleOther,FemaleTotal,Male0-4,Male0-4,Male5-11,Male12-17,Male18-59,Male60,MaleOther,Total
2022,Venezuela (Bolivarian Republic of),VEN,Finland,FIN,0,0,0,0,0,12,12,0,0,0,0,0,5,5,22
2022,Yemen,YEM,Finland,FIN,0,0,0,0,0,11,11,0,0,0,0,0,30,30,372
2022,Zimbabwe,ZWE,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2022,Afghanistan,AFG,France,FRA,0,0,0,0,0,10220,10220,0,0,0,0,0,53286,53286,74636
2022,Albania,ALB,France,FRA,0,0,0,0,0,5635,5635,0,0,0,0,0,5209,5209,13371
2022,Algeria,DZA,France,FRA,0,0,0,0,0,1525,1525,0,0,0,0,0,1742,1742,3742
2022,Angola,AGO,France,FRA,0,0,0,0,0,3345,3345,0,0,0,0,0,3656,3656,7439
2022,Egypt,EGY,France,FRA,0,0,0,0,0,541,541,0,0,0,0,0,1228,1228,2337
2022,Argentina,ARG,France,FRA,0,0,0,0,0,11,11,0,0,0,0,0,7,7,23
2022,Armenia,ARM,France,FRA,0,0,0,0,0,3148,3148,0,0,0,0,0,3232,3232,7592
2022,Azerbaijan,AZE,France,FRA,0,0,0,0,0,2292,2292,0,0,0,0,0,2387,2387,5092
2022,Bahrain,BHR,France,FRA,0,0,0,0,0,11,11,0,0,0,0,0,11,11,22
2022,Burundi,BDI,France,FRA,0,0,0,0,0,910,910,0,0,0,0,0,1163,1163,2308
2022,Benin,BEN,France,FRA,0,0,0,0,0,124,124,0,0,0,0,0,137,137,423
2022,Bangladesh,BGD,France,FRA,0,0,0,0,0,2012,2012,0,0,0,0,0,7561,7561,15680
2022,Bhutan,BTN,France,FRA,0,0,0,0,0,37,37,0,0,0,0,0,133,133,176
2022,Burkina Faso,BFA,France,FRA,0,0,0,0,0,414,414,0,0,0,0,0,276,276,986
2022,Belarus,BLR,France,FRA,0,0,0,0,0,431,431,0,0,0,0,0,470,470,1033
2022,Bolivia (Plurinational State of),BOL,France,FRA,0,0,0,0,0,42,42,0,0,0,0,0,28,28,75
2022,Brazil,BRA,France,FRA,0,0,0,0,0,39,39,0,0,0,0,0,50,50,216
2022,Bosnia and Herzegovina,BIH,France,FRA,0,0,0,0,0,3332,3332,0,0,0,0,0,3572,3572,7041
2022,Bulgaria,BGR,France,FRA,0,0,0,0,0,28,28,0,0,0,0,0,38,38,66
2022,Cambodia,KHM,France,FRA,0,0,0,0,0,5244,5244,0,0,0,0,0,5551,5551,10824
2022,Central African Rep.,CAF,France,FRA,0,0,0,0,0,2854,2854,0,0,0,0,0,2807,2807,5946
2022,Chad,TCD,France,FRA,0,0,0,0,0,1293,1293,0,0,0,0,0,2098,2098,4343
2022,China,CHN,France,FRA,0,0,0,0,0,4799,4799,0,0,0,0,0,6362,6362,11430
2022,Chile,CHL,France,FRA,0,0,0,0,0,77,77,0,0,0,0,0,76,76,164
2022,Cameroon,CMR,France,FRA,0,0,0,0,0,1257,1257,0,0,0,0,0,1724,1724,4035
2022,Congo,COG,France,FRA,0,0,0,0,0,2838,2838,0,0,0,0,0,2969,2969,6663
2022,Dem. Rep. of the Congo,COD,France,FRA,0,0,0,0,0,16228,16228,0,0,0,0,0,16535,16535,36300
2022,Comoros,COM,France,FRA,0,0,0,0,0,757,757,0,0,0,0,0,1115,1115,2554
2022,Colombia,COL,France,FRA,0,0,0,0,0,698,698,0,0,0,0,0,729,729,2290
2022,Cuba,CUB,France,FRA,0,0,0,0,0,151,151,0,0,0,0,0,243,243,550
2022,Cabo Verde,CPV,France,FRA,0,0,0,0,0,5,5,0,0,0,0,0,0,0,10
2022,Djibouti,DJI,France,FRA,0,0,0,0,0,354,354,0,0,0,0,0,309,309,908
2022,Dominica,DMA,France,FRA,0,0,0,0,0,6,6,0,0,0,0,0,5,5,11
2022,Dominican Rep.,DOM,France,FRA,0,0,0,0,0,127,127,0,0,0,0,0,75,75,307
2022,Ecuador,ECU,France,FRA,0,0,0,0,0,14,14,0,0,0,0,0,23,23,42
2022,Equatorial Guinea,GNQ,France,FRA,0,0,0,0,0,43,43,0,0,0,0,0,33,33,81
2022,Eritrea,ERI,France,FRA,0,0,0,0,0,4193,4193,0,0,0,0,0,7794,7794,12466
2022,Ethiopia,ETH,France,FRA,0,0,0,0,0,1531,1531,0,0,0,0,0,1947,1947,3879
2022,Gabon,GAB,France,FRA,0,0,0,0,0,335,335,0,0,0,0,0,253,253,768
2022,Gambia,GMB,France,FRA,0,0,0,0,0,320,320,0,0,0,0,0,274,274,708
2022,Palestinian,PSE,France,FRA,0,0,0,0,0,896,896,0,0,0,0,0,1203,1203,2196
2022,Georgia,GEO,France,FRA,0,0,0,0,0,3277,3277,0,0,0,0,0,2900,2900,10143
2022,Ghana,GHA,France,FRA,0,0,0,0,0,236,236,0,0,0,0,0,375,375,674
2022,Guinea-Bissau,GNB,France,FRA,0,0,0,0,0,519,519,0,0,0,0,0,781,781,1371
2022,Guatemala,GTM,France,FRA,0,0,0,0,0,14,14,0,0,0,0,0,11,11,30
2022,Guinea,GIN,France,FRA,0,0,0,0,0,12673,12673,0,0,0,0,0,9612,9612,25029
2022,Guyana,GUY,France,FRA,0,0,0,0,0,14,14,0,0,0,0,0,24,24,38
2022,Haiti,HTI,France,FRA,0,0,0,0,0,3413,3413,0,0,0,0,0,3826,3826,8045
2022,Honduras,HND,France,FRA,0,0,0,0,0,35,35,0,0,0,0,0,25,25,65
2022,Croatia,HRV,France,FRA,0,0,0,0,0,31,31,0,0,0,0,0,30,30,61
2022,Hungary,HUN,France,FRA,0,0,0,0,0,24,24,0,0,0,0,0,45,45,74
2022,Cote d'Ivoire,CIV,France,FRA,0,0,0,0,0,9451,9451,0,0,0,0,0,4299,4299,16772
2022,India,IND,France,FRA,0,0,0,0,0,118,118,0,0,0,0,0,211,211,529
2022,Indonesia,IDN,France,FRA,0,0,0,0,0,5,5,0,0,0,0,0,5,5,18
2022,Iran (Islamic Rep. of),IRN,France,FRA,0,0,0,0,0,1643,1643,0,0,0,0,0,2542,2542,4541
2022,Iraq,IRQ,France,FRA,0,0,0,0,0,6580,6580,0,0,0,0,0,7494,7494,14295
2022,Israel,ISR,France,FRA,0,0,0,0,0,9,9,0,0,0,0,0,0,0,9
2022,Italy,ITA,France,FRA,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7
2022,Jamaica,JAM,France,FRA,0,0,0,0,0,10,10,0,0,0,0,0,31,31,41
2022,Jordan,JOR,France,FRA,0,0,0,0,0,25,25,0,0,0,0,0,39,39,78
2022,Kazakhstan,KAZ,France,FRA,0,0,0,0,0,564,564,0,0,0,0,0,524,524,1191
2022,Kenya,KEN,France,FRA,0,0,0,0,0,121,121,0,0,0,0,0,87,87,247
2022,Kyrgyzstan,KGZ,France,FRA,0,0,0,0,0,262,262,0,0,0,0,0,272,272,560
2022,Kuwait,KWT,France,FRA,0,0,0,0,0,266,266,0,0,0,0,0,394,394,707
2022,Lao People's Dem. Rep.,LAO,France,FRA,0,0,0,0,0,2935,2935,0,0,0,0,0,3421,3421,6356
2022,Liberia,LBR,France,FRA,0,0,0,0,0,131,131,0,0,0,0,0,236,236,409
2022,Libya,LBY,France,FRA,0,0,0,0,0,885,885,0,0,0,0,0,1545,1545,2578
2022,Saint Lucia,LCA,France,FRA,0,0,0,0,0,5,5,0,0,0,0,0,5,5,18
2022,Lebanon,LBN,France,FRA,0,0,0,0,0,159,159,0,0,0,0,0,240,240,527
2022,Sri Lanka,LKA,France,FRA,0,0,0,0,0,12557,12557,0,0,0,0,0,21164,21164,35153
2022,Latvia,LVA,France,FRA,0,0,0,0,0,17,17,0,0,0,0,0,21,21,38
2022,Madagascar,MDG,France,FRA,0,0,0,0,0,251,251,0,0,0,0,0,206,206,941
2022,Mauritania,MRT,France,FRA,0,0,0,0,0,2475,2475,0,0,0,0,0,5823,5823,9237
2022,North Macedonia,MKD,France,FRA,0,0,0,0,0,415,415,0,0,0,0,0,352,352,983
2022,Rep. of Moldova,MDA,France,FRA,0,0,0,0,0,230,230,0,0,0,0,0,234,234,579
2022,Maldives,MDV,France,FRA,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5
2022,Mexico,MEX,France,FRA,0,0,0,0,0,15,15,0,0,0,0,0,21,21,51
2022,Mali,MLI,France,FRA,0,0,0,0,0,5805,5805,0,0,0,0,0,2631,2631,9526
2022,Malaysia,MYS,France,FRA,0,0,0,0,0,13,13,0,0,0,0,0,14,14,27
2022,Montenegro,MNE,France,FRA,0,0,0,0,0,105,105,0,0,0,0,0,102,102,234
2022,Mongolia,MNG,France,FRA,0,0,0,0,0,456,456,0,0,0,0,0,394,394,919
2022,Morocco,MAR,France,FRA,0,0,0,0,0,508,508,0,0,0,0,0,909,909,1685
2022,Mozambique,MOZ,France,FRA,0,0,0,0,0,7,7,0,0,0,0,0,9,9,16
2022,Mauritius,MUS,France,FRA,0,0,0,0,0,35,35,0,0,0,0,0,34,34,74
2022,Myanmar,MMR,France,FRA,0,0,0,0,0,67,67,0,0,0,0,0,311,311,412
2022,Nepal,NPL,France,FRA,0,0,0,0,0,93,93,0,0,0,0,0,121,121,340
2022,Niger,NER,France,FRA,0,0,0,0,0,77,77,0,0,0,0,0,172,172,336
2022,Nicaragua,NIC,France,FRA,0,0,0,0,0,52,52,0,0,0,0,0,44,44,126
2022,Nigeria,NGA,France,FRA,0,0,0,0,0,4533,4533,0,0,0,0,0,2504,2504,9140
2022,Pakistan,PAK,France,FRA,0,0,0,0,0,659,659,0,0,0,0,0,2376,2376,4462
2022,Paraguay,PRY,France,FRA,0,0,0,0,0,5,5,0,0,0,0,0,5,5,10
2022,Peru,PER,France,FRA,0,0,0,0,0,266,266,0,0,0,0,0,270,270,700
2022,Philippines,PHL,France,FRA,0,0,0,0,0,8,8,0,0,0,0,0,5,5,19
2022,Poland,POL,France,FRA,0,0,0,0,0,47,47,0,0,0,0,0,63,63,110
2022,Romania,ROU,France,FRA,0,0,0,0,0,66,66,0,0,0,0,0,91,91,157
2022,South Africa,ZAF,France,FRA,0,0,0,0,0,79,79,0,0,0,0,0,84,84,176
2022,Russian Federation,RUS,France,FRA,0,0,0,0,0,17039,17039,0,0,0,0,0,16829,16829,36053
2022,Rwanda,RWA,France,FRA,0,0,0,0,0,2329,2329,0,0,0,0,0,2235,2235,4951
2022,El Salvador,SLV,France,FRA,0,0,0,0,0,71,71,0,0,0,0,0,55,55,148
2022,Saudi Arabia,SAU,France,FRA,0,0,0,0,0,30,30,0,0,0,0,0,21,21,51
2022,Senegal,SEN,France,FRA,0,0,0,0,0,1895,1895,0,0,0,0,0,1280,1280,3861
2022,Sierra Leone,SLE,France,FRA,0,0,0,0,0,539,539,0,0,0,0,0,786,786,1580
2022,Somalia,SOM,France,FRA,0,0,0,0,0,4162,4162,0,0,0,0,0,7404,7404,14194
2022,Spain,ESP,France,FRA,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5
2022,Serbia and Kosovo: S/RES/1244 (1999),SRB,France,FRA,0,0,0,0,0,8961,8961,0,0,0,0,0,9141,9141,19004
2022,Viet Nam,VNM,France,FRA,0,0,0,0,0,3432,3432,0,0,0,0,0,4431,4431,7883
2022,South Sudan,SSD,France,FRA,0,0,0,0,0,71,71,0,0,0,0,0,196,196,312
2022,Stateless,XXA,France,FRA,0,0,0,0,0,603,603,0,0,0,0,0,1196,1196,2185
2022,Sao Tome and Principe,STP,France,FRA,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5
2022,Sudan,SDN,France,FRA,0,0,0,0,0,3686,3686,0,0,0,0,0,21293,21293,26103
2022,Suriname,SUR,France,FRA,0,0,0,0,0,8,8,0,0,0,0,0,6,6,24
2022,Slovakia,SVK,France,FRA,0,0,0,0,0,69,69,0,0,0,0,0,61,61,130
2022,Syrian Arab Rep.,SYR,France,FRA,0,0,0,0,0,18692,18692,0,0,0,0,0,21647,21647,41331
2022,United Rep. of Tanzania,TZA,France,FRA,0,0,0,0,0,14,14,0,0,0,0,0,18,18,52
2022,Thailand,THA,France,FRA,0,0,0,0,0,7,7,0,0,0,0,0,11,11,29
2022,Tajikistan,TJK,France,FRA,0,0,0,0,0,75,75,0,0,0,0,0,92,92,219
2022,Turkmenistan,TKM,France,FRA,0,0,0,0,0,21,21,0,0,0,0,0,27,27,53
2022,Togo,TGO,France,FRA,0,0,0,0,0,422,422,0,0,0,0,0,735,735,1296
2022,Tunisia,TUN,France,FRA,0,0,0,0,0,233,233,0,0,0,0,0,370,370,826
2022,Türkiye,TUR,France,FRA,0,0,0,0,0,5027,5027,0,0,0,0,0,13293,13293,26112
2022,Uganda,UGA,France,FRA,0,0,0,0,0,99,99,0,0,0,0,0,125,125,259
2022,Unknown ,UNK,France,FRA,0,0,0,0,0,3300,3300,0,0,0,0,0,3951,3951,7309
2022,Ukraine,UKR,France,FRA,0,0,0,0,0,49760,49760,0,0,0,0,0,19542,19542,70572
2022,United States of America,USA,France,FRA,0,0,0,0,0,5,5,0,0,0,0,0,5,5,16
2022,Uzbekistan,UZB,France,FRA,0,0,0,0,0,162,162,0,0,0,0,0,131,131,323
2022,Venezuela (Bolivarian Republic of),VEN,France,FRA,0,0,0,0,0,893,893,0,0,0,0,0,788,788,2192
2022,Western Sahara,ESH,France,FRA,0,0,0,0,0,198,198,0,0,0,0,0,664,664,1001
2022,Yemen,YEM,France,FRA,0,0,0,0,0,343,343,0,0,0,0,0,741,741,1211
2022,Zimbabwe,ZWE,France,FRA,0,0,0,0,0,40,40,0,0,0,0,0,44,44,89
2022,Burundi,BDI,Gabon,GAB,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2022,Central African Rep.,CAF,Gabon,GAB,0,0,0,0,0,0,0,0,5,0,23,0,0,28,28
2022,Chad,TCD,Gabon,GAB,0,0,5,15,0,0,20,0,5,5,32,0,0,42,62
2022,Cameroon,CMR,Gabon,GAB,0,0,0,0,0,0,0,0,0,0,10,0,0,10,10
2022,Congo,COG,Gabon,GAB,0,0,5,19,0,0,24,0,0,6,29,0,0,35,59
2022,Dem. Rep. of the Congo,COD,Gabon,GAB,0,17,6,26,0,0,49,0,0,9,25,11,0,45,94
2022,Mauritania,MRT,Gabon,GAB,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6
2022,Sao Tome and Principe,STP,Gabon,GAB,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6
2022,Sudan,SDN,Gabon,GAB,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2022,Togo,TGO,Gabon,GAB,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2022,Central African Rep.,CAF,Gambia,GMB,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5
2022,Congo,COG,Gambia,GMB,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2022,Dem. Rep. of the Congo,COD,Gambia,GMB,0,5,0,17,5,0,27,0,5,7,10,0,0,22,49
2022,Guinea,GIN,Gambia,GMB,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5
2022,Liberia,LBR,Gambia,GMB,0,0,5,5,0,0,10,0,5,0,0,0,0,5,15
2022,Senegal,SEN,Gambia,GMB,167,309,334,968,118,0,1896,198,354,338,763,143,0,1796,3692
2022,Sierra Leone,SLE,Gambia,GMB,0,11,7,37,0,0,55,5,5,8,26,0,0,44,99
2022,Togo,TGO,Gambia,GMB,0,0,0,5,0,0,5,0,0,0,8,0,0,8,13
2022,Afghanistan,AFG,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24321
2022,Albania,ALB,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29444
2022,Algeria,DZA,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091
2022,Angola,AGO,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288
2022,Antigua and Barbuda,ATG,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2022,Egypt,EGY,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3116
2022,Argentina,ARG,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
2022,Armenia,ARM,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
2022,Australia,AUS,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2022,Azerbaijan,AZE,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257
2022,Bahrain,BHR,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
2022,Barbados,BRB,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
2022,Burundi,BDI,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
2022,Benin,BEN,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
2022,Bangladesh,BGD,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8347
2022,Bhutan,BTN,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2022,Burkina Faso,BFA,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
2022,Belarus,BLR,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223
2022,Bolivia (Plurinational State of),BOL,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
2022,Botswana,BWA,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287
2022,Brazil,BRA,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819
2022,Bosnia and Herzegovina,BIH,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2022,Bulgaria,BGR,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,Belize,BLZ,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,Canada,CAN,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
2022,Central African Rep.,CAF,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2022,Chad,TCD,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572
2022,China,CHN,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3675
2022,Chile,CHL,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2022,Cameroon,CMR,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1317
2022,Congo,COG,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182
2022,Dem. Rep. of the Congo,COD,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143
2022,Colombia,COL,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159
2022,Costa Rica,CRI,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2022,Cuba,CUB,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
2022,Cabo Verde,CPV,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,Cyprus,CYP,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2022,Czechia,CZE,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2022,Djibouti,DJI,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2022,Dominica,DMA,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
2022,Dominican Rep.,DOM,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,Ecuador,ECU,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
2022,Equatorial Guinea,GNQ,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2022,Eritrea,ERI,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23735
2022,Ethiopia,ETH,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3903
2022,Gabon,GAB,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2022,Gambia,GMB,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042
2022,Palestinian,PSE,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272
2022,United Kingdom of Great Britain and Northern Ireland,GBR,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2022,Georgia,GEO,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900
2022,Germany,DEU,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,Ghana,GHA,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808
2022,Guinea-Bissau,GNB,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2022,Greece,GRC,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2022,Grenada,GRD,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
2022,Guatemala,GTM,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
2022,Guinea,GIN,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364
2022,Guyana,GUY,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
2022,Haiti,HTI,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2022,"China, Hong Kong SAR",HKG,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
2022,Honduras,HND,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1806
2022,Hungary,HUN,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2022,Cote d'Ivoire,CIV,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300
2022,India,IND,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5157
2022,Indonesia,IDN,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223
2022,Iran (Islamic Rep. of),IRN,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41300
2022,Iraq,IRQ,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24159
2022,Israel,ISR,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
2022,Italy,ITA,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2022,Jamaica,JAM,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442
2022,Jordan,JOR,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238
2022,Japan,JPN,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2022,Kazakhstan,KAZ,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205
2022,Kenya,KEN,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727
2022,Kyrgyzstan,KGZ,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
2022,Rep. of Korea,KOR,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2022,Dem. People's Rep. of Korea,PRK,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
2022,Kuwait,KWT,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2209
2022,Lao People's Dem. Rep.,LAO,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,Liberia,LBR,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
2022,Libya,LBY,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5817
2022,Saint Lucia,LCA,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
2022,Lebanon,LBN,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441
2022,Sri Lanka,LKA,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6381
2022,Lithuania,LTU,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2022,Latvia,LVA,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,"China, Macao SAR",MAC,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,Mauritania,MRT,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2022,North Macedonia,MKD,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
